parametre,nom_m,polluant,coefficiens,p-valeurs
var_pression_3h_Pa,DAX,NO2,-0.02981412002551369,0.8364695344666544
direction_vent_moyen_10mn_deg,DAX,NO2,-0.08068120583640438,0.561239120975692
vitesse_vent_moyen_10mn_m/s,DAX,NO2,0.5772798924261537,0.9388188795504583
temperature_K,DAX,NO2,-1.0044218148170039,0.007796600263846741
humidite_%,DAX,NO2,0.011001773461670144,0.9888059219458206
visibilite_horizontale_m,DAX,NO2,-4.225464211500062e-05,0.9403815951018102
precipitations_24h_mm,DAX,NO2,-0.39702634543188997,0.8107955822864009
ar.L1,DAX,NO2,0.37208248640787406,0.8286078888250654
ma.L1,DAX,NO2,0.21329896393668638,0.9044171598835241
ar.S.L12,DAX,NO2,7.856223998942609e-08,0.9999999275164635
ma.S.L12,DAX,NO2,3.641627458564691e-08,0.9999999750573662
ma.S.L24,DAX,NO2,2.0127103174137735e-12,0.9999999984991731
sigma2,DAX,NO2,12.442342759598294,0.18548038876563
const,DENAIN,NO2,383.00963192890856,0.0
pression_niveau_mer_Pa,DENAIN,NO2,-0.0005532256382344532,0.8696816935853938
var_pression_3h_Pa,DENAIN,NO2,0.04826815161022818,0.7787970853654677
direction_vent_moyen_10mn_deg,DENAIN,NO2,-0.014086649212532443,0.8853571573105035
vitesse_vent_moyen_10mn_m/s,DENAIN,NO2,-2.606136394736611,0.6263518713648827
temperature_K,DENAIN,NO2,-0.9936904142654197,0.36968540582618803
humidite_%,DENAIN,NO2,-0.005364243780301842,0.9933649765983128
visibilite_horizontale_m,DENAIN,NO2,-0.00014507623742146205,0.6331671255247477
precipitations_24h_mm,DENAIN,NO2,-0.8947717517295171,0.7690185210913196
ar.L1,DENAIN,NO2,0.4011447123152803,0.6955587321663902
ma.L1,DENAIN,NO2,-0.19028112720660104,0.896844776060191
ar.S.L12,DENAIN,NO2,0.0,1.0
ma.S.L12,DENAIN,NO2,0.0,1.0
ma.S.L24,DENAIN,NO2,0.0,1.0
sigma2,DENAIN,NO2,20.954707639886596,0.1270476138244639
const,DIEPPE,NO2,-252.1282205028374,0.0
pression_niveau_mer_Pa,DIEPPE,NO2,0.004166535888384801,0.18078507738884464
var_pression_3h_Pa,DIEPPE,NO2,-0.04630100316995101,0.8395586237782675
direction_vent_moyen_10mn_deg,DIEPPE,NO2,0.06387726143298751,0.5915383434988937
vitesse_vent_moyen_10mn_m/s,DIEPPE,NO2,-3.6437001425263826,0.45672308360479874
temperature_K,DIEPPE,NO2,-0.40783042793983715,0.7026040027596081
humidite_%,DIEPPE,NO2,-0.02002780813282775,0.9825524073477045
visibilite_horizontale_m,DIEPPE,NO2,-3.5570620969475276e-05,0.9572290028657959
precipitations_24h_mm,DIEPPE,NO2,0.6593133635661493,0.9403032648665676
ar.L1,DIEPPE,NO2,-0.1688348981092656,0.965635505394868
ma.L1,DIEPPE,NO2,0.29552382333609817,0.9303488234956514
ar.S.L12,DIEPPE,NO2,1.7693715968021085e-07,0.9999998830711859
ma.S.L12,DIEPPE,NO2,7.090076463318632e-08,0.9999999579407843
ma.S.L24,DIEPPE,NO2,5.177903927996151e-12,0.9999999995945702
sigma2,DIEPPE,NO2,32.41057193744458,0.13486938754675956
const,DIJON,NO2,-385.9119588479431,0.0
pression_niveau_mer_Pa,DIJON,NO2,0.00671808192417034,0.07387903452792112
var_pression_3h_Pa,DIJON,NO2,0.09395506859589463,0.517295465076175
direction_vent_moyen_10mn_deg,DIJON,NO2,0.015978829211774983,0.9128461985613333
vitesse_vent_moyen_10mn_m/s,DIJON,NO2,-2.5270510461263993,0.8434700212752888
temperature_K,DIJON,NO2,-0.9200434165677869,0.5370665238972485
humidite_%,DIJON,NO2,0.042378487041633675,0.962597732695567
visibilite_horizontale_m,DIJON,NO2,-0.0002722992104407117,0.7760369289919696
precipitations_24h_mm,DIJON,NO2,2.3028241128154847,0.4786222690231451
ar.L1,DIJON,NO2,0.11175509339260419,0.9617995484020065
ma.L1,DIJON,NO2,0.30835939808746404,0.8980167215682472
ar.S.L12,DIJON,NO2,0.0011966984633286467,0.9993437749390214
ma.S.L12,DIJON,NO2,0.0011073995936519696,0.9994409151738994
ma.S.L24,DIJON,NO2,6.687681864094348e-08,0.9999984110949477
sigma2,DIJON,NO2,39.207345915075635,0.1515596359621059
const,DOLE,NO2,-276.07275254477395,0.0
pression_niveau_mer_Pa,DOLE,NO2,0.0053797547529903554,0.027430355282966286
var_pression_3h_Pa,DOLE,NO2,0.07879802249551027,0.5858104282206942
direction_vent_moyen_10mn_deg,DOLE,NO2,-0.025939510024146017,0.8058535676583615
vitesse_vent_moyen_10mn_m/s,DOLE,NO2,-0.5122881440907907,0.9381600818641799
temperature_K,DOLE,NO2,-0.8029646775115253,0.2984834926807626
humidite_%,DOLE,NO2,-0.1063906412847771,0.7999843081751373
visibilite_horizontale_m,DOLE,NO2,-0.00012760186035980204,0.7829912802661059
precipitations_24h_mm,DOLE,NO2,0.5047925759700386,0.7990786732025588
ar.L1,DOLE,NO2,-0.3128952779438993,0.7006847833490677
ma.L1,DOLE,NO2,0.5414368447758717,0.4584196179219795
ar.S.L12,DOLE,NO2,0.0,1.0
ma.S.L12,DOLE,NO2,0.0,1.0
ma.S.L24,DOLE,NO2,0.0,1.0
sigma2,DOLE,NO2,20.923732603136077,0.21216307778900168
const,DONGES,NO2,82.28730567677218,0.0
pression_niveau_mer_Pa,DONGES,NO2,0.0009941779383145133,0.3586042536392542
var_pression_3h_Pa,DONGES,NO2,0.018849900055743798,0.7960492070788723
direction_vent_moyen_10mn_deg,DONGES,NO2,-0.005217793610852173,0.8837273635479793
vitesse_vent_moyen_10mn_m/s,DONGES,NO2,-0.42745583991506036,0.8672110540714918
temperature_K,DONGES,NO2,-0.6795390684829751,0.09430106770284372
humidite_%,DONGES,NO2,0.28033011849151296,0.5640764337781945
visibilite_horizontale_m,DONGES,NO2,0.00012846075826199762,0.6142513456753185
precipitations_24h_mm,DONGES,NO2,-0.030416447797735197,0.9826780070186019
ar.L1,DONGES,NO2,0.3997181867617004,0.8162990263210916
ma.L1,DONGES,NO2,-0.15091497505476478,0.9405933324824899
ar.S.L12,DONGES,NO2,6.522762289144794e-10,0.9999999989924816
ma.S.L12,DONGES,NO2,8.898176290884509e-09,0.99999999306625
ma.S.L24,DONGES,NO2,4.3305907784023666e-13,0.9999999969225217
sigma2,DONGES,NO2,6.326941966980873,0.2769186014050866
const,DOUAI,NO2,-49.32856241124112,0.0
pression_niveau_mer_Pa,DOUAI,NO2,0.0037429918924186153,0.5258970773958422
var_pression_3h_Pa,DOUAI,NO2,0.003568516190835698,0.985626308638325
direction_vent_moyen_10mn_deg,DOUAI,NO2,-0.09069470152070892,0.5999608813490016
vitesse_vent_moyen_10mn_m/s,DOUAI,NO2,-0.9504826995230102,0.8824269932430973
temperature_K,DOUAI,NO2,-1.1162523429244173,0.496526380320624
humidite_%,DOUAI,NO2,0.30023690164119576,0.8622506646605702
visibilite_horizontale_m,DOUAI,NO2,5.5545144693530545e-05,0.8935022329818602
precipitations_24h_mm,DOUAI,NO2,-0.1222224149291298,0.975623121589014
ar.L1,DOUAI,NO2,0.550046694555524,0.8575212279593531
ma.L1,DOUAI,NO2,-0.37598128353164356,0.9331232698060405
ar.S.L12,DOUAI,NO2,3.9768943433847584e-08,0.999999970686757
ma.S.L12,DOUAI,NO2,1.1374862085513677e-08,0.999999993390865
ma.S.L24,DOUAI,NO2,5.504493182361903e-13,0.9999999997290686
sigma2,DOUAI,NO2,14.04216065111677,0.08465559862216647
const,DREUX,NO2,91.68669574075041,0.0
pression_niveau_mer_Pa,DREUX,NO2,0.0010654694326655914,0.4716309126563505
var_pression_3h_Pa,DREUX,NO2,-0.009059381447153136,0.9620950193302145
direction_vent_moyen_10mn_deg,DREUX,NO2,-0.00463931726598831,0.9379978245292586
vitesse_vent_moyen_10mn_m/s,DREUX,NO2,-0.31117936546654296,0.9492237393836873
temperature_K,DREUX,NO2,-0.7278887956928394,0.28671562665920647
humidite_%,DREUX,NO2,0.34071590378502437,0.775059160987742
visibilite_horizontale_m,DREUX,NO2,1.6135717132399085e-05,0.9865564184205855
precipitations_24h_mm,DREUX,NO2,-2.048883679083226,0.845745779835177
ar.L1,DREUX,NO2,-0.11844262346782522,0.9108041884814008
ma.L1,DREUX,NO2,0.4060508624823132,0.7940916124565676
ar.S.L12,DREUX,NO2,6.72110190638474e-08,0.9999999786964934
ma.S.L12,DREUX,NO2,4.681177566358432e-08,0.9999999856787778
ma.S.L24,DREUX,NO2,1.871541510606876e-12,0.9999999990984202
sigma2,DREUX,NO2,16.31283293563846,0.07988562981708847
const,DUNKERQUE,NO2,63.325987341684424,0.0
pression_niveau_mer_Pa,DUNKERQUE,NO2,0.0015977742411754793,0.2769042407675898
var_pression_3h_Pa,DUNKERQUE,NO2,0.016347303204024024,0.8514131138403477
direction_vent_moyen_10mn_deg,DUNKERQUE,NO2,-0.03817175265459897,0.6505597288615081
vitesse_vent_moyen_10mn_m/s,DUNKERQUE,NO2,-1.9277703976344154,0.37738633932065335
temperature_K,DUNKERQUE,NO2,-0.4537708303336122,0.3347337668670187
humidite_%,DUNKERQUE,NO2,-0.5602864071675252,0.09059990538581572
visibilite_horizontale_m,DUNKERQUE,NO2,-0.0003763080515752969,0.04523414260957003
precipitations_24h_mm,DUNKERQUE,NO2,-0.18414938764379343,0.9280010110151801
ar.L1,DUNKERQUE,NO2,2.932294353963354,0.00013732770160705348
ma.L1,DUNKERQUE,NO2,-2.8810895228937956,0.5111464280496761
ar.S.L12,DUNKERQUE,NO2,2.4470688797241575e-09,0.9999999969184347
ma.S.L12,DUNKERQUE,NO2,9.908109302311778e-10,0.999999998753552
ma.S.L24,DUNKERQUE,NO2,1.4050637100498502e-13,0.9999999999965072
sigma2,DUNKERQUE,NO2,9.242357195852266,0.7249505809947099
const,ECHIROLLES,NO2,0.0,
pression_niveau_mer_Pa,ECHIROLLES,NO2,0.0,
var_pression_3h_Pa,ECHIROLLES,NO2,0.0,
direction_vent_moyen_10mn_deg,ECHIROLLES,NO2,0.0,
vitesse_vent_moyen_10mn_m/s,ECHIROLLES,NO2,0.0,
temperature_K,ECHIROLLES,NO2,0.0,
humidite_%,ECHIROLLES,NO2,0.0,
visibilite_horizontale_m,ECHIROLLES,NO2,0.0,
precipitations_24h_mm,ECHIROLLES,NO2,0.0,
ar.L1,ECHIROLLES,NO2,0.0,
ma.L1,ECHIROLLES,NO2,0.0,
ar.S.L12,ECHIROLLES,NO2,0.0,
ma.S.L12,ECHIROLLES,NO2,0.0,
ma.S.L24,ECHIROLLES,NO2,0.0,
sigma2,ECHIROLLES,NO2,1.0,0.0
const,EPERNAY,NO2,-238.8834382314933,0.0
pression_niveau_mer_Pa,EPERNAY,NO2,0.004480786303929781,0.34433763495820013
var_pression_3h_Pa,EPERNAY,NO2,-0.04468839149412661,0.8964838365325948
direction_vent_moyen_10mn_deg,EPERNAY,NO2,-0.11168621857945658,0.6407450309538303
vitesse_vent_moyen_10mn_m/s,EPERNAY,NO2,1.3055986559110568,0.8725859286601816
temperature_K,EPERNAY,NO2,-0.6959353493384441,0.723478818320137
humidite_%,EPERNAY,NO2,0.298746221748841,0.7840446498532169
visibilite_horizontale_m,EPERNAY,NO2,0.0006780085593822381,0.8926574516022748
precipitations_24h_mm,EPERNAY,NO2,-0.1635677420560664,0.9467444751679969
ar.L1,EPERNAY,NO2,-0.025208719270535054,0.9952698319949459
ma.L1,EPERNAY,NO2,0.5314373975010118,0.9084665272856959
ar.S.L12,EPERNAY,NO2,2.678082882677451e-06,0.9999977467731775
ma.S.L12,EPERNAY,NO2,8.927178693374887e-07,0.9999997349712882
ma.S.L24,EPERNAY,NO2,1.5791239477811963e-10,0.9999999923124698
sigma2,EPERNAY,NO2,45.62628194192057,0.13302985763876946
const,EPINAL,NO2,-331.68444004229286,0.0
pression_niveau_mer_Pa,EPINAL,NO2,0.005049283985802132,0.25669178943502813
var_pression_3h_Pa,EPINAL,NO2,-0.01477473621750376,0.9493615228388222
direction_vent_moyen_10mn_deg,EPINAL,NO2,-0.08403897656849198,0.7276458587295132
vitesse_vent_moyen_10mn_m/s,EPINAL,NO2,0.7576716800925463,0.8769437872258241
temperature_K,EPINAL,NO2,-0.4817730398335863,0.751115140529533
humidite_%,EPINAL,NO2,-0.142113552493016,0.7658623516482014
visibilite_horizontale_m,EPINAL,NO2,-6.30604429858894e-05,0.9286337578045507
precipitations_24h_mm,EPINAL,NO2,-0.4648097057631712,0.9159175501085092
ar.L1,EPINAL,NO2,-0.33631702259307905,0.8354050608698027
ma.L1,EPINAL,NO2,0.7907251446905371,0.7018077587429348
ar.S.L12,EPINAL,NO2,6.161161930954907e-08,0.9999999830355271
ma.S.L12,EPINAL,NO2,2.3689987483729096e-08,0.9999999911480048
ma.S.L24,EPINAL,NO2,9.786516942920707e-13,0.9999999997368565
sigma2,EPINAL,NO2,12.54607685640949,0.21378722604539613
const,EVREUX,NO2,235.78728268267776,0.0
pression_niveau_mer_Pa,EVREUX,NO2,0.0007918437485109333,0.7019551357316571
var_pression_3h_Pa,EVREUX,NO2,-0.0060409685105458095,0.9603082063769558
direction_vent_moyen_10mn_deg,EVREUX,NO2,0.007452718784033278,0.9385910073839597
vitesse_vent_moyen_10mn_m/s,EVREUX,NO2,-0.1297226004978334,0.9824960294876424
temperature_K,EVREUX,NO2,-1.0609781277086632,0.24615527734841858
humidite_%,EVREUX,NO2,0.14016406875058554,0.860014912343088
visibilite_horizontale_m,EVREUX,NO2,-9.426774677568846e-06,0.9936023155879861
precipitations_24h_mm,EVREUX,NO2,-1.9927099044947898,0.7788161996085559
ar.L1,EVREUX,NO2,-0.07000612507797985,0.9543519136735445
ma.L1,EVREUX,NO2,0.3919497426338488,0.7046058013544907
ar.S.L12,EVREUX,NO2,2.399624369025701e-07,0.9999998100849167
ma.S.L12,EVREUX,NO2,1.5599195052666763e-07,0.9999998894451712
ma.S.L24,EVREUX,NO2,1.6884401658732756e-11,0.9999999993084007
sigma2,EVREUX,NO2,33.7405847798693,0.10584138924497956
const,EVRY-COURCOURONNES,NO2,181.0450447477479,0.0
pression_niveau_mer_Pa,EVRY-COURCOURONNES,NO2,0.0020040558220953564,0.58214612230519
var_pression_3h_Pa,EVRY-COURCOURONNES,NO2,-0.011163009019282168,0.9353840917221119
direction_vent_moyen_10mn_deg,EVRY-COURCOURONNES,NO2,0.08120243826479519,0.24096812363552256
vitesse_vent_moyen_10mn_m/s,EVRY-COURCOURONNES,NO2,-6.792529443730237,0.17737443179970136
temperature_K,EVRY-COURCOURONNES,NO2,-1.2014657943062528,0.3767413751771074
humidite_%,EVRY-COURCOURONNES,NO2,-0.056397535666886836,0.8479626457511666
visibilite_horizontale_m,EVRY-COURCOURONNES,NO2,0.00025764697738360395,0.7752872635384285
precipitations_24h_mm,EVRY-COURCOURONNES,NO2,-0.8903538587974523,0.833347554785031
ar.L1,EVRY-COURCOURONNES,NO2,-0.26193004405521564,0.8144302921941765
ma.L1,EVRY-COURCOURONNES,NO2,0.6281256643604319,0.6035970251381443
ar.S.L12,EVRY-COURCOURONNES,NO2,3.192986272369768e-08,0.9999999491941163
ma.S.L12,EVRY-COURCOURONNES,NO2,1.4711806743214087e-08,0.9999999909668462
ma.S.L24,EVRY-COURCOURONNES,NO2,1.1973147858158573e-11,0.999999998223711
sigma2,EVRY-COURCOURONNES,NO2,24.307665929398333,0.11179154864921544
const,EYBENS,NO2,-512.3720897443347,0.0
pression_niveau_mer_Pa,EYBENS,NO2,0.007867776246191048,0.8679143939861315
var_pression_3h_Pa,EYBENS,NO2,0.08717830932975179,0.9846934973502302
direction_vent_moyen_10mn_deg,EYBENS,NO2,-0.05912750624014251,0.9662680506253489
vitesse_vent_moyen_10mn_m/s,EYBENS,NO2,2.724729140793614,0.9341155766120194
temperature_K,EYBENS,NO2,-0.7014848449864891,0.9509660930946352
humidite_%,EYBENS,NO2,-0.26412070781673896,0.9882400423346726
visibilite_horizontale_m,EYBENS,NO2,-0.00031005600491573195,0.9081521494723939
precipitations_24h_mm,EYBENS,NO2,0.8120847908902568,0.9852803603860617
ar.L1,EYBENS,NO2,3.106337765476852,0.9410071149244139
ma.L1,EYBENS,NO2,-3.077185641359207,0.17414618346442678
ar.S.L12,EYBENS,NO2,-3.417273369578144e-08,0.9999999972386233
ma.S.L12,EYBENS,NO2,-2.7051301223279492e-12,0.9999999997759668
ma.S.L24,EYBENS,NO2,1.7632106383378718e-12,0.9999999999204908
sigma2,EYBENS,NO2,8.989753485110933,0.6173556165436775
const,FECAMP,NO2,0.0,
pression_niveau_mer_Pa,FECAMP,NO2,0.0,
var_pression_3h_Pa,FECAMP,NO2,0.0,
direction_vent_moyen_10mn_deg,FECAMP,NO2,0.0,
vitesse_vent_moyen_10mn_m/s,FECAMP,NO2,0.0,
temperature_K,FECAMP,NO2,0.0,
humidite_%,FECAMP,NO2,0.0,
visibilite_horizontale_m,FECAMP,NO2,0.0,
precipitations_24h_mm,FECAMP,NO2,0.0,
ar.L1,FECAMP,NO2,0.0,
ma.L1,FECAMP,NO2,0.0,
ar.S.L12,FECAMP,NO2,0.0,
ma.S.L12,FECAMP,NO2,0.0,
ma.S.L24,FECAMP,NO2,0.0,
sigma2,FECAMP,NO2,1.0,0.0
const,FEYZIN,NO2,0.0,
pression_niveau_mer_Pa,FEYZIN,NO2,0.0,
var_pression_3h_Pa,FEYZIN,NO2,0.0,
direction_vent_moyen_10mn_deg,FEYZIN,NO2,0.0,
vitesse_vent_moyen_10mn_m/s,FEYZIN,NO2,0.0,
temperature_K,FEYZIN,NO2,0.0,
humidite_%,FEYZIN,NO2,0.0,
visibilite_horizontale_m,FEYZIN,NO2,0.0,
precipitations_24h_mm,FEYZIN,NO2,0.0,
ar.L1,FEYZIN,NO2,0.0,
ma.L1,FEYZIN,NO2,0.0,
ar.S.L12,FEYZIN,NO2,0.0,
ma.S.L12,FEYZIN,NO2,0.0,
ma.S.L24,FEYZIN,NO2,0.0,
sigma2,FEYZIN,NO2,1.0,0.0
const,FLEVILLE-DEVANT-NANCY,NO2,-1071.2417073891243,0.0
pression_niveau_mer_Pa,FLEVILLE-DEVANT-NANCY,NO2,0.007394250981240682,0.0
var_pression_3h_Pa,FLEVILLE-DEVANT-NANCY,NO2,0.008878514270878546,0.0
direction_vent_moyen_10mn_deg,FLEVILLE-DEVANT-NANCY,NO2,0.020865709124171877,0.0
vitesse_vent_moyen_10mn_m/s,FLEVILLE-DEVANT-NANCY,NO2,2.9790745880349014,0.0
temperature_K,FLEVILLE-DEVANT-NANCY,NO2,1.3561615973817174,0.0
humidite_%,FLEVILLE-DEVANT-NANCY,NO2,-0.23022803480717635,0.0
visibilite_horizontale_m,FLEVILLE-DEVANT-NANCY,NO2,-0.0007922221723436905,0.0
precipitations_24h_mm,FLEVILLE-DEVANT-NANCY,NO2,0.6835789523912155,0.0
ar.L1,FLEVILLE-DEVANT-NANCY,NO2,0.9246990349090817,0.0
ma.L1,FLEVILLE-DEVANT-NANCY,NO2,-1.0062513493648892,0.0
ar.S.L12,FLEVILLE-DEVANT-NANCY,NO2,0.0,
ma.S.L12,FLEVILLE-DEVANT-NANCY,NO2,0.0,
ma.S.L24,FLEVILLE-DEVANT-NANCY,NO2,0.0,
sigma2,FLEVILLE-DEVANT-NANCY,NO2,20.295998191182065,0.0
const,FLOIRAC,NO2,0.0,
pression_niveau_mer_Pa,FLOIRAC,NO2,0.0,
var_pression_3h_Pa,FLOIRAC,NO2,0.0,
direction_vent_moyen_10mn_deg,FLOIRAC,NO2,0.0,
vitesse_vent_moyen_10mn_m/s,FLOIRAC,NO2,0.0,
temperature_K,FLOIRAC,NO2,0.0,
humidite_%,FLOIRAC,NO2,0.0,
visibilite_horizontale_m,FLOIRAC,NO2,0.0,
precipitations_24h_mm,FLOIRAC,NO2,0.0,
ar.L1,FLOIRAC,NO2,0.0,
ma.L1,FLOIRAC,NO2,0.0,
ar.S.L12,FLOIRAC,NO2,0.0,
ma.S.L12,FLOIRAC,NO2,0.0,
ma.S.L24,FLOIRAC,NO2,0.0,
sigma2,FLOIRAC,NO2,1.0,0.0
const,FONTAINEBLEAU,NO2,151.33776693342904,0.0
pression_niveau_mer_Pa,FONTAINEBLEAU,NO2,0.0003493256250579795,0.7724027561020279
var_pression_3h_Pa,FONTAINEBLEAU,NO2,0.002056854818332024,0.9603266018151021
direction_vent_moyen_10mn_deg,FONTAINEBLEAU,NO2,0.007974348276202067,0.8413635459243203
vitesse_vent_moyen_10mn_m/s,FONTAINEBLEAU,NO2,-2.0418166939053473,0.07834685019840261
temperature_K,FONTAINEBLEAU,NO2,-0.5819984115147208,0.20640602240680328
humidite_%,FONTAINEBLEAU,NO2,-0.06070840803609607,0.6572120228736281
visibilite_horizontale_m,FONTAINEBLEAU,NO2,-4.108904805157902e-05,0.8624484088450111
precipitations_24h_mm,FONTAINEBLEAU,NO2,-0.4549073719457153,0.8405563010557646
ar.L1,FONTAINEBLEAU,NO2,-0.16027659049951642,0.9306392612653339
ma.L1,FONTAINEBLEAU,NO2,0.38321513494472675,0.8499198887765664
ar.S.L12,FONTAINEBLEAU,NO2,0.0,1.0
ma.S.L12,FONTAINEBLEAU,NO2,0.0,1.0
ma.S.L24,FONTAINEBLEAU,NO2,0.0,1.0
sigma2,FONTAINEBLEAU,NO2,2.847677029069349,0.1982392944111223
const,FORBACH,NO2,-98.86628317363324,0.0
pression_niveau_mer_Pa,FORBACH,NO2,0.003935861774204235,0.13767767125614166
var_pression_3h_Pa,FORBACH,NO2,-0.0007034474302924342,0.9921334718866318
direction_vent_moyen_10mn_deg,FORBACH,NO2,0.042538682123300704,0.7271097132884448
vitesse_vent_moyen_10mn_m/s,FORBACH,NO2,-3.8422191282889626,0.4076511505554504
temperature_K,FORBACH,NO2,-0.8175328319157475,0.38468326025395294
humidite_%,FORBACH,NO2,-0.3615146137857006,0.39208148325578884
visibilite_horizontale_m,FORBACH,NO2,-0.0003303257716232191,0.399546925084059
precipitations_24h_mm,FORBACH,NO2,-1.2271344167851352,0.5887042093331539
ar.L1,FORBACH,NO2,0.030677359211973666,0.9818673480403102
ma.L1,FORBACH,NO2,0.4224332630126902,0.7485634717766427
ar.S.L12,FORBACH,NO2,0.00026361009016271205,0.9998406161831271
ma.S.L12,FORBACH,NO2,0.0004123312789263342,0.9997692925242851
ma.S.L24,FORBACH,NO2,2.994528645486202e-08,0.9999680518391659
sigma2,FORBACH,NO2,19.78452508153997,0.254472002680196
const,FORT-DE-FRANCE,NO2,4436.251141221227,0.0
pression_niveau_mer_Pa,FORT-DE-FRANCE,NO2,-0.043548924394474144,0.05198016157831519
var_pression_3h_Pa,FORT-DE-FRANCE,NO2,-0.10502981753303228,0.5846467656905584
direction_vent_moyen_10mn_deg,FORT-DE-FRANCE,NO2,-0.6039403390463007,0.16844720513320433
vitesse_vent_moyen_10mn_m/s,FORT-DE-FRANCE,NO2,2.2169883474044134,0.748141886004174
temperature_K,FORT-DE-FRANCE,NO2,0.4665929291848731,0.952645633735661
humidite_%,FORT-DE-FRANCE,NO2,-0.7338481646744262,0.6798360471347382
visibilite_horizontale_m,FORT-DE-FRANCE,NO2,-0.00016342635656535454,0.7884402964053235
precipitations_24h_mm,FORT-DE-FRANCE,NO2,-0.19158697213689352,0.8888905821138215
ar.L1,FORT-DE-FRANCE,NO2,0.47679352317632023,0.8544887695302786
ma.L1,FORT-DE-FRANCE,NO2,-0.2549046793631867,0.921136282559854
ar.S.L12,FORT-DE-FRANCE,NO2,1.4357267820748496e-07,0.999999851494385
ma.S.L12,FORT-DE-FRANCE,NO2,8.490381487737136e-08,0.9999999496297907
ma.S.L24,FORT-DE-FRANCE,NO2,1.9973962251644742e-12,0.9999999998993855
sigma2,FORT-DE-FRANCE,NO2,34.77384065274745,0.30621731997315516
const,FOS-SUR-MER,NO2,0.0,
pression_niveau_mer_Pa,FOS-SUR-MER,NO2,0.0,
var_pression_3h_Pa,FOS-SUR-MER,NO2,0.0,
direction_vent_moyen_10mn_deg,FOS-SUR-MER,NO2,0.0,
vitesse_vent_moyen_10mn_m/s,FOS-SUR-MER,NO2,0.0,
temperature_K,FOS-SUR-MER,NO2,0.0,
humidite_%,FOS-SUR-MER,NO2,0.0,
visibilite_horizontale_m,FOS-SUR-MER,NO2,0.0,
precipitations_24h_mm,FOS-SUR-MER,NO2,0.0,
ar.L1,FOS-SUR-MER,NO2,0.0,
ma.L1,FOS-SUR-MER,NO2,0.0,
ar.S.L12,FOS-SUR-MER,NO2,0.0,
ma.S.L12,FOS-SUR-MER,NO2,0.0,
ma.S.L24,FOS-SUR-MER,NO2,0.0,
sigma2,FOS-SUR-MER,NO2,1.0,0.0
const,FREJUS,NO2,-134.57491438432427,0.0
pression_niveau_mer_Pa,FREJUS,NO2,0.0017792745836164186,0.09801684487914654
var_pression_3h_Pa,FREJUS,NO2,0.026447469052024847,0.7613677710172356
direction_vent_moyen_10mn_deg,FREJUS,NO2,0.08196090569672222,0.5600956100797536
vitesse_vent_moyen_10mn_m/s,FREJUS,NO2,2.204620287400675,0.7027848725939083
temperature_K,FREJUS,NO2,-0.19819130741513988,0.6436043247379596
humidite_%,FREJUS,NO2,0.07430747635184112,0.8867210285316685
visibilite_horizontale_m,FREJUS,NO2,-0.00013417129558364175,0.60364862688988
precipitations_24h_mm,FREJUS,NO2,-0.8936802013004858,0.7556299404910595
ar.L1,FREJUS,NO2,0.19160764109506492,0.939152605451874
ma.L1,FREJUS,NO2,0.028137174157782968,0.9914198586420631
ar.S.L12,FREJUS,NO2,2.782727389090418e-09,0.9999999929839405
ma.S.L12,FREJUS,NO2,-1.3538539455874874e-08,0.9999999842488585
ma.S.L24,FREJUS,NO2,1.098236337894472e-13,0.9999999994761158
sigma2,FREJUS,NO2,5.532704299075533,0.292972998517086
const,FROSSAY,NO2,146.9599479810663,0.0
pression_niveau_mer_Pa,FROSSAY,NO2,3.9683007282275646e-05,0.9478864909563003
var_pression_3h_Pa,FROSSAY,NO2,0.03520342926107691,0.33035942840281907
direction_vent_moyen_10mn_deg,FROSSAY,NO2,-0.02681132025645804,0.25251630927327906
vitesse_vent_moyen_10mn_m/s,FROSSAY,NO2,-1.144079582279768,0.36037629618241496
temperature_K,FROSSAY,NO2,-0.5250388167447944,0.029892701246841343
humidite_%,FROSSAY,NO2,0.20539499527718094,0.39618958023244477
visibilite_horizontale_m,FROSSAY,NO2,-3.8531263720770544e-05,0.8275188855183914
precipitations_24h_mm,FROSSAY,NO2,-0.20792725183194247,0.8332701712029874
ar.L1,FROSSAY,NO2,0.311491753865647,0.7114778511612398
ma.L1,FROSSAY,NO2,0.06419210655720584,0.9297694923526371
ar.S.L12,FROSSAY,NO2,1.2627175650921277e-10,0.9999999997467717
ma.S.L12,FROSSAY,NO2,5.203339801988849e-10,0.9999999991868735
ma.S.L24,FROSSAY,NO2,1.783462935070083e-14,0.9999999996494365
sigma2,FROSSAY,NO2,3.71224853307221,0.13255755650181072
const,GAILLARD,NO2,-424.2146222340623,0.0
pression_niveau_mer_Pa,GAILLARD,NO2,0.006478654742970996,0.01168657980567065
var_pression_3h_Pa,GAILLARD,NO2,-0.017783785856790996,0.9379666993634656
direction_vent_moyen_10mn_deg,GAILLARD,NO2,-0.059821576152606346,0.332877822184247
vitesse_vent_moyen_10mn_m/s,GAILLARD,NO2,3.1625771427065996,0.377794602850703
temperature_K,GAILLARD,NO2,-0.6626533368536192,0.44212796065151194
humidite_%,GAILLARD,NO2,-0.04536353801130246,0.9224435225552502
visibilite_horizontale_m,GAILLARD,NO2,-0.00026311578996819434,0.560726804588984
precipitations_24h_mm,GAILLARD,NO2,-0.22252560895222162,0.946589451531028
